Sentence Output
"What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? ''" ENTY:termeq
"What is Latin for incompetent ?" ENTY:termeq
"What is the deepest area of the Arctic Ocean ?" LOC:other
"What classical Spanish writer warned : `` All that glitters is not gold '' ?" HUM:ind
"How do you handle a hungry man ?" DESC:manner
"What is the highest continent ?" LOC:other
"What was the Chivington Massacre ?" DESC:def
"Who was the first coach of the Cleveland Browns ?" HUM:ind
"What color is most often used to symbolize truth ?" ENTY:color
"How many members are in the California congressional delegation ?" NUM:count
"What are all the rivers in Europe ?" LOC:other
"How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?" NUM:count
"What are the most common breeding birds in the U.S. ?" ENTY:animal
"The lawyer who represented Randy Craft , what was his name ?" HUM:ind
"What did The Gas House Gang play ?" ENTY:other
"What is the current ticket fare from from Cairo to Barbados ?" NUM:money
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?" ENTY:animal
"What are the five most expensive cities in the world ?" LOC:city
"What city was John F. Kennedy nominated for president in ?" LOC:city
"Name the operating system that runs on IBM-compatible machines ." ENTY:other
"What country and western singer is known as The Silver Fox ?" LOC:country
"Who made the first gas engine ?" HUM:ind
"What desert has been called The Garden of Allah ?" LOC:other
"What shape-shifting menace did Rom come to Earth to fight ?" ENTY:other
"How can I find a phone number of someone if I only know their email address ?" DESC:manner
"Who was chief engineer of the Starship Enterprise ?" HUM:ind
"What day is known as the `` national day of prayer '' ?" NUM:date
"What function does homeostasis have on the existence of an organism ?" DESC:reason
"What university football team did O.J. Simpson take to the Rose Bowl ?" HUM:gr
"Where can I find information about touring the Philippines ?" LOC:other
"Who is Langston Hughes ?" HUM:desc
"What Broadway show introduced the song Some Enchanted Evening ?" ENTY:cremat
"What is the nature of snow and how is the formation of snow different from that of ice ?" DESC:desc
"Who was Camp David named for ?" HUM:ind
"What are some of Australia 's native flora ?" ENTY:plant
"What country 's northernmost city is Darwin ?" LOC:country
"How do I register a trade name in North Carolina ?" DESC:manner
"What is `` Nine Inch Nails '' ?" DESC:def
"What island has a park called The Battery at is southern tip ?" LOC:other
"What is SVHS ?" ABBR:exp
"When did Aldous Huxley write , `` Brave New World '' ?" NUM:date
"What World War I battle saw 6 , 0 troops killed in one day ?" ENTY:event
"What is a fear of pregnancy ?" ENTY:dismed
"What is the name of the planet that the Ewoks live on ?" LOC:other
"What were Baffin , Frobisher and Franklin looking for ?" ENTY:other
"What is the difference between jazz and blues ?" DESC:desc
"What 's the common name for acetylsalicylic acid ?" ENTY:termeq
"How do you calculate the change in enthalpy of a chemical reaction ?" DESC:manner
"What countries earn the most from tourism ?" LOC:country
"What 's played at Wembley Stadium , London , every May ?" ENTY:sport
"What vowel do all Esperanto nouns end in ?" ENTY:letter
"What is a fear of being dirty ?" ENTY:dismed
"What is a fear of home surroundings ?" ENTY:dismed
"Who awarded The Flying Fickle Finger of Fate ?" HUM:ind
"What is nuclear proliferation ?" DESC:def
"What is the world 's highest peak ?" LOC:mount
"Who led the Normans to victory in the Battle of Hastings ?" HUM:ind
"What does 7847+5943 equal ?" NUM:other
"What 's the difference between sleet and freezing rain ?" DESC:desc
"What apostle is Taylor Caldwell 's Great Lion of God ?" HUM:ind
"What famed library can you reach by dialing 22-287-5 ?" LOC:other
"What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?" LOC:country
"What 's a perfect score in a gymnastics exercise ?" NUM:other
"Who wrote The Godfather ?" HUM:ind
"Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?" HUM:ind
"What are people doing to help prevent the extinction of birds ?" DESC:desc
"What 's the only mammal that can 't jump ?" ENTY:animal
"Where are 8 of the 10 highest mountains in the world ?" LOC:other
"What is meant by blood SED rate ?" DESC:def
"How many casinos are in Atlantic City , NJ ?" NUM:count
"What U.S. senator once played basketball for the New York Knicks ?" HUM:ind
"Who is the premier of China ?" HUM:ind
"What nationality is Gorbachev ?" LOC:country
"What is the difference between pop music and rock and roll ?" DESC:desc
"How can I search for a word within my own webpage ?" DESC:manner
"How do I tie dye clothes ?" DESC:manner
"What can communications satellites offer yachts ?" ENTY:other
"What causes the redness in your cheeks when you blush ?" DESC:reason
"What store claims to be the world 's largest department store ?" HUM:gr
"What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?" HUM:ind
"What net game sees its women 's world amateur champions receive the Uber Cup ?" ENTY:sport
"What does an ashen-faced eidologist search out the existence of ?" ENTY:other
"What is the recipe for Eggs Benedict ?" ENTY:food
"Which Beatles disc cover honors the Rolling Stones ?" ENTY:cremat
"What country received all the Nobel Prizes awarded in 1976 ?" LOC:country
"Who is the Voyager project manager ?" HUM:ind
"What events happened January 26 , 1978 ?" ENTY:event
"How do chickens have baby chicks ?" DESC:manner
"What was the first video ever made ?" ENTY:cremat
"Who was Monet ?" HUM:desc
"What sport features slotbacks , tailbacks , and touchbacks ?" ENTY:sport
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?" NUM:money
"What were the ceremony traditions like during the Elizabethian times ?" ENTY:other
"Where is the Isle of Man ?" LOC:other
"What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?" HUM:ind
"How long was the OJ Simpson trial ?" NUM:period
"What is the origin of a.m. and p.m. ?" DESC:desc
"How many James Bond novels are there ?" NUM:count
"Who is the founder of Scientology ?" HUM:ind
"What bottled-up TV character was born in Baghdad ?" HUM:ind
"How far out is the universe ?" NUM:dist
"When did Amtrak begin operations ?" NUM:date
"What is Steve Rogers 's profession when he 's not Captain America ?" HUM:title
"What is the full name of the PLO ?" ABBR:exp
"What organization 's offices were broken into at Watergate in 1972 ?" HUM:gr
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?" LOC:city
"What were the five opening words on Ben Casey ?" ENTY:word
"How many electoral college votes does Colorado have ?" NUM:count
"What famous communist leader died in Mexico City ?" HUM:ind
"What kind of habitat does the scorpion live in ?" LOC:other
"What is a fear of bees ?" ENTY:dismed
"Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?" HUM:ind
"Where can I get information and statistics on countries and nations ?" LOC:other
"Why did David Koresh ask the FBI for a word processor ?" DESC:reason
"What is the origin of music ?" DESC:desc
"Who is the prime minister in Norway ?" HUM:ind
"What is object-oriented design ?" DESC:def
"Why do eyes sometimes look red in photographs ?" DESC:reason
"Who is Olive Oyl 's brother ?" HUM:ind
"What measures did Clinton take to avoid the draft ?" ENTY:techmeth
"What country has problems with hooligans ?" LOC:country
"Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck ." HUM:ind
"What ethnic group introduced the idea of potlatch ?" HUM:gr
"What well-known music personality is the father of an adopted son named Hans Christian Henderson ?" HUM:ind
"Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?" LOC:other
"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?" ENTY:termeq
"What is the capital of California ?" LOC:city
"What U.S. state boasts Leif Ericson Park ?" LOC:state
"What is the location of McCarren Airport ?" LOC:other
"What is the airport code for Los Angeles International ?" NUM:code
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?" HUM:ind
"What war added jeep and quisling to the English language ?" ENTY:event
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?" HUM:ind
"What is the Taj Majal made of ?" ENTY:substance
"What color beans did the ancient Romans refuse to eat ?" ENTY:color
"What is the oldest profession ?" HUM:title
"Why is black the color of mourning in the West ?" DESC:reason
"What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?" NUM:perc
"What is time ?" DESC:def
"What is the West Virginia state animal ?" ENTY:animal
"How long does it take sunlight to reach Earth ?" NUM:period
"What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?" HUM:gr
"Who is the Queen of Holland ?" HUM:ind
"Who was President Cleveland 's wife ?" HUM:ind
"What is a fear of punishment ?" ENTY:dismed
"What U.S. state is Mammoth Cave National Park in ?" LOC:state
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ." HUM:ind
"Why are electric cars less efficient in the northeast than in California ?" DESC:reason
"What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?" HUM:ind
"What 1976 Deep Throat clone provides the leading lady with a second larynx ?" ENTY:other
"What are the developmental stages of a swimmer ?" ENTY:other
"What state has the most Indians ?" LOC:state
"What is a stratocaster ?" DESC:def
"How many home runs did Lou Gehrig have during his career ?" NUM:count
"Who was Charles Lindbergh 's wife ?" HUM:ind
"What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?" HUM:gr
"What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?" HUM:ind
"Which comic book was not spawned directly from the pulp magazines ?" ENTY:cremat
"How much does a poodle weigh ?" NUM:weight
"What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?" HUM:ind
"What is a word whose letters can be rearranged to form a different word ?" ENTY:word
"What Peruvian city is home to the mummified body of Francisco Pizarro ?" LOC:city
"How can I get someone 's phone number if I only have their screen name ?" DESC:manner
"Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?" HUM:ind
"What animal has killed the most people ?" ENTY:animal
"What is the latitude and longitude of El Paso , Texas ?" NUM:other
"What is the best-selling television soundtrack of all time ?" ENTY:cremat
"Who was the first woman golfer to earn a million ?" HUM:ind
"How many warmup pitches does a reliever get coming into a baseball game ?" NUM:count
"What type of performer is Ileana Cotrubas ?" ENTY:other
"What U.S. state has the lowest highest elevation at 6 feet ?" LOC:state
"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?" HUM:ind
"Where can I buy a pony on the Big Island for my daughter ?" LOC:other
"What did John F. Kennedy consider his greatest blunder in office ?" DESC:desc
"How do ants have sex ?" DESC:manner
"Where did surfing originate ?" LOC:other
"What 's the largest island in the West Indies ?" LOC:other
"What handicraft requires you to interlace your warp and weft ?" ENTY:techmeth
"Who directed Citizen Kane ?" HUM:ind
"How many bones are there in the human hand ?" NUM:count
"What are dinosaur droppings called ?" ENTY:termeq
"Who was Hitler 's minister of propaganda ?" HUM:ind
"What U.S. city is known as The Rubber Capital of the World ?" LOC:city
"What holidays or observances are celebrated in Italy ?" ENTY:event
"What country is Mount Everest in ?" LOC:country
"Who won the 1967 Academy Award for Best Actor ?" HUM:ind
"What is Jimmy Olsen 's full name ?" HUM:ind
